Brand,Area,Whiskies,Votes,Rating,WB Ranking
Torba,Scotland,1,1,86,C
Tormore,Scotland,316,233,85.12,C
Toronto Distillery Co.,Canada,3,NA,NA,G
Torys,Japan,5,2,42.25,G
Tottori,Japan,5,3,75.5,E
Tove Mill,United Kingdom,2,NA,NA,G
Tovuz,Azerbaijan,1,NA,NA,G
Tower Gate 19,Scotland,1,NA,NA,G
Towiemore,Scotland,3,2,81.28,D
Town Branch,United States,5,1,73.4,F
Trader,Germany,6,4,84.25,D
Trader Joe's,United States,1,1,76,E
Trader Joe's - Highland,Scotland,3,NA,NA,G
Trader Joe's - Speyside,Scotland,4,NA,NA,G
Trail Town Still,United States,1,NA,NA,G
Trail's End,United States,2,NA,NA,G
Transatlantic,Scotland,1,1,84.67,D
Traunstein-Whisky,Austria,2,1,88,C
Travelers Club,United States,1,NA,NA,G
Traverse City Whiskey Co.,United States,1,1,75,E
Treacle Chest,Scotland,1,1,81.67,D
Treaty Oak,United States,1,NA,NA,G
Trebitsch,Czech Republic,9,1,67,G
Tri Tiaghean-Staile Ileach,Scotland,1,1,89,C
Tribute,Scotland,2,NA,NA,G
Trinity,Belgium,3,NA,NA,G
Triple Crown,United States,1,NA,NA,G
Triple Malt Whisky,Germany,1,1,82.5,D
Triple S,Scotland,1,NA,NA,G
Triple Smoke,United States,12,8,79.09,E
Triumph,Scotland,1,1,82,D
Trolden,Denmark,4,2,70.75,F
Tropical Trudy,Scotland,1,1,85.21,C
Troy & Sons,United States,2,NA,NA,G
Tsunuki,Japan,5,2,77.61,E
Tullahoma,United States,5,3,84.12,D
Tullamore Dew,Ireland,101,66,77.89,E
Tullibardine,Scotland,409,320,84.65,D
Tullibardine Royal,Scotland,1,1,86.67,C
Tullichmhor,Scotland,1,1,90,B
Tulloch,Scotland,1,NA,NA,G
Tulloch Wood,Scotland,1,1,87.26,C
Tunnarius,Germany,1,1,79.5,E
Turley Mill,United States,1,NA,NA,G
Turnberry,Scotland,1,NA,NA,G
Turnhouse,Scotland,1,NA,NA,G
Turv Exloo,Netherlands,1,1,63.87,G
Tuxedo,Scotland,3,1,84,D
Tweedronk,South Africa,1,1,82,D
Twelve Pointer,Scotland,1,NA,NA,G
Twenty Twenty,Scotland,1,1,83,D
Two Brewers,Canada,8,2,86,C
Two Brothers Selection,Scotland,1,1,87.67,C
Two Casks,,1,NA,NA,G
Two Doves,Serbia And Montenegro,2,2,61.67,G
Two Horses,United States,1,NA,NA,G
Two James,United States,4,NA,NA,G
Two Keys,South Africa,1,NA,NA,G
Two Speysiders by a stream,Scotland,1,NA,NA,G
Two Trees,Ireland,1,NA,NA,G
Two With A Teaspoon Of The Second,Scotland,1,1,86.67,C
Two-Faced,United States,1,NA,NA,G
TX,United States,2,NA,NA,G
Tylosand Speyside,Scotland,1,NA,NA,G
Tyrconnell,Ireland,62,42,82.27,D
Uberach,France,18,14,78.54,E
Ubique,Scotland,1,1,60,G
UD,Scotland,2,NA,NA,G
Ueli's Whisky,Switzerland,2,NA,NA,G
Ugly's Moonshine,United States,1,NA,NA,G
Uisce Beatha,Ireland,1,1,75.29,E
Uisge Beatha,Scotland,8,4,89.5,C
Uisge Beatha Taigh,Ireland,1,1,85.75,C
Uncle Duke's,Scotland,1,NA,NA,G
Uncle Nearest 1856,United States,2,NA,NA,G
Uncle Sam's,United States,1,NA,NA,G
Undercover,Scotland,4,4,88.34,C
Undercover Islay,Scotland,2,2,84,D
Underground,United States,10,7,84.1,D
Undisclosed Distillery,,3,1,83,D
Union Distillery Maltwhisky do Brasil,Brazil,1,1,31,G
Union Horse,United States,1,NA,NA,G
Union Park,Scotland,1,NA,NA,G
Unique,Scotland,1,1,77.64,E
Uniting Nations,,1,1,91.5,B
Unknown Speyside,Scotland,1,1,85.46,C
Unnamed Orkney,Scotland,3,2,86.59,C
Unnamed Speyside,Scotland,1,1,81.87,D
Unvanquished,Scotland,1,NA,NA,G
Upper Ten,Scotland,5,3,73.31,F
Upshot,Australia,1,NA,NA,G
Urquhart Castle,Scotland,1,NA,NA,G
Usher's,Scotland,9,4,80.58,D
Usquaebach,Scotland,17,8,82.04,D
V. S. O.,Scotland,1,1,92.5,B
V.O.E.,Scotland,1,1,78.5,E
Valamo,Finland,11,3,78.69,E
Valley,Netherlands,1,NA,NA,G
Van Brunt Stillhouse,United States,12,4,72.88,F
van Kleef,Netherlands,1,1,86,C
Van Loon,Germany,7,4,71.63,F
Van Winkle,United States,30,14,86.72,C
Vangiones,Germany,3,2,54,G
Vanilla Burst,Scotland,1,1,76.75,E
VAT 69,Scotland,33,17,78.66,E
Vatted Grain,Scotland,1,1,85.6,C
Vatted Islay,Scotland,6,5,88.52,C
Vatted Islay Malt,Scotland,2,1,85,C
Vatted Malt,Scotland,2,1,83,D
Vega,Scotland,3,2,89.52,C
Velvet Fig,Scotland,1,1,83.63,D
Vendôme,Scotland,1,NA,NA,G
Venice Simplon Orient Express,Scotland,1,NA,NA,G
Venture,Scotland,1,NA,NA,G
Vernal Awakening,Scotland,1,1,90.67,B
Very Old,Scotland,NA,NA,NA,G
Very Old Barton,United States,10,4,82.67,D
Very Old Fitzgerald,United States,27,NA,NA,G
Very Old Highland Whisky,Scotland,1,NA,NA,G
Very Old Irish Whiskey,Ireland,1,NA,NA,G
Very Old Malt Whisky,Scotland,2,2,86.11,C
Very Olde St. Nick,United States,27,9,91.11,B
Very Rare Old Liqueur Scotch Whisky,Scotland,1,1,91.21,B
Very Sherried,Scotland,7,6,92.2,B
Very Very Old Fitzgerald,United States,19,1,3,G
Very Xtra Old Fitzgerald,United States,7,NA,NA,G
VETO,Scotland,1,1,84.75,D
Vicomte,France,1,1,72.6,F
Vielanker Brauhaus,Germany,2,2,51.63,G
Vier Tannen,Germany,1,NA,NA,G
Vieux Malt,France,1,NA,NA,G
Viking,Scotland,1,1,81,D
Vilanova,France,4,4,76.5,E
Vingården Lille Gadegård,Denmark,6,6,64.75,G
Vinn,United States,1,NA,NA,G
Vintage,Scotland,40,24,78.05,E
Vintage Bourbon,United States,3,2,83.1,D
Vintage Rye,United States,2,2,86.27,C
Vintners Choice,Scotland,12,6,78.2,E
Virgil Kaine,United States,2,NA,NA,G
Virgin Bourbon,United States,5,1,91,B
Virginia,United States,8,2,82,D
Virginia Black,United States,1,NA,NA,G
Virginia Gentleman,United States,3,1,76.33,E
Virginia Sweetwater,United States,1,NA,NA,G
Vulson,France,3,2,82.63,D
VXV,Scotland,1,1,85,C
W. MacLand,Scotland,1,NA,NA,G
W. Turkey,Scotland,1,NA,NA,G
W.B. Samuels,United States,1,NA,NA,G
W.H. Harrison,United States,3,NA,NA,G
W.L. Weller,United States,29,18,84.35,D
W5,Scotland,3,1,82.67,D
Wachauer Whisky,Austria,9,3,69.33,G
Wädi-Brau-Huus,Switzerland,8,3,57.67,G
Waitrose,Scotland,7,2,76,E
Waitrose Island,Scotland,1,NA,NA,G
Waitui,New Zealand,3,2,62,G
Waldviertler Whisky J.H.,Austria,31,27,61.17,G
Walkers,Scotland,1,1,83,D
Walking Stick,United States,1,NA,NA,G
Wall Street,Brazil,1,NA,NA,G
Walleye Rye,United States,2,1,85,C
Wallner,Austria,1,1,80,D
Wambrechies,France,5,5,65.96,G
Wanigan,United States,1,NA,NA,G
Wannborga,Sweden,3,3,65.78,G
War Eagle,United States,1,NA,NA,G
Wardhead,Scotland,16,13,84.72,D
Warlock,,7,7,86.55,C
Wasmund's,United States,15,8,61.58,G
Waterfill & Frazier,United States,1,NA,NA,G
Watergate,United States,1,NA,NA,G
Watershed,United States,2,NA,NA,G
Wathen's,United States,13,4,85.56,C
Watkins Select,United States,1,1,56,G
WAW,France,1,1,78,E
Waxed Jackets,Scotland,4,1,89,C
Wayne Gretzky No.99,Canada,5,4,82.54,D
Wayward,United States,2,1,80.75,D
WB,France,3,2,70.75,F
Websters International,,1,NA,NA,G
Wecklein,Germany,4,2,66.75,G
Wedgwood,Scotland,1,NA,NA,G
Weidenauer,Austria,7,6,80.83,D
Weidhöfler,Switzerland,4,1,74,F
Weinbau zur Krone,Switzerland,1,1,81.67,D
Weingut Clerc Bamert,Switzerland,1,NA,NA,G
Weingut Dotzauer,Germany,1,1,86,C
Weingut Mößlein,Germany,3,2,78.46,E
Welche's Whisky,France,6,5,83.82,D
Weller,United States,3,2,90.88,B
Weller's Antique Reserve,United States,3,NA,NA,G
Weller's Original,United States,6,1,88,C
Weltfein,Scotland,6,1,85,C
West Coast Whisky Fèis,Scotland,1,NA,NA,G
West Cork,Ireland,22,18,78.89,E
West Highland Walkway,Scotland,1,NA,NA,G
West Islay,Scotland,1,1,88.65,C
West of Kentucky,United States,7,2,78.5,E
West Port,Scotland,2,2,86.71,C
West Virginia,United States,1,NA,NA,G
Westbury,France,1,NA,NA,G
Western Gold,United States,3,3,63.52,G
Western Highland,Scotland,1,1,92.55,B
Western Isles,Scotland,1,1,86.5,C
Westland,United States,70,42,84.31,D
Westlind,Germany,1,NA,NA,G
Westmhor,Scotland,1,NA,NA,G
Westminster,Scotland,1,NA,NA,G
Weston's,Scotland,2,NA,NA,G
Westport,Scotland,75,53,85.89,C
Weutz,Austria,21,9,68.01,G
Whalligoe,Scotland,1,1,90,B
Wheskykôrka,Sweden,2,2,86.5,C
Whesskey,Germany,21,13,50.87,G
Whip Saw,United States,1,NA,NA,G
Whiskey Row,United States,1,NA,NA,G
Whiskey Sister,United States,1,NA,NA,G
Whiskey Thief,United States,3,1,82,D
Whiskey Trails,United States,1,NA,NA,G
Whisky & Dreams,Scotland,1,1,85.83,C
Whisky = People,Scotland,1,1,89.75,C
Whisky Alpin,Austria,12,5,54.03,G
Whisky aus dem Steigerwald,Germany,2,1,65,G
Whisky Babbler,,1,1,81,D
Whisky By X,Scotland,2,1,79,E
Whisky Castle,Switzerland,69,26,64.05,G
Whisky Classics,Scotland,1,1,85,C
Whisky de Bretagne,France,1,NA,NA,G
Whisky de Table,Scotland,3,2,82.47,D
Whisky Galore,Scotland,10,1,74.5,F
Whisky Gold,,1,NA,NA,G
Whisky like an Angel,Switzerland,2,NA,NA,G
Whisky oet Grunn,Netherlands,4,3,72.61,F
Whisky of GDR,Germany,1,1,90.31,B
Whisky or Die,,2,1,86.4,C
Whisky Senador,Scotland,1,1,80,D
Whiskyclub Bielefeld,Germany,2,NA,NA,G
Whiskyfreunde Baden,Germany,2,2,86.88,C
Whiskyladen Radebeul,Germany,4,4,86.25,C
Whiskyland Franken,Germany,1,1,87.5,C
Whiskymania Klub,Germany,12,7,83.33,D
WhistlePig,United States,35,22,86.81,C
Whistling Andy,United States,2,NA,NA,G
White - Brook,Luxembourg,4,4,80.08,D
White 5,Scotland,1,NA,NA,G
White Abbey,Scotland,1,NA,NA,G
White Castle,Philippines,5,3,21,G
White Hart,Scotland,2,1,72.5,F
White Heather,Scotland,34,14,84.8,D
White Horse,Scotland,95,45,85.65,C
White Lion,Scotland,4,2,39.88,G
White Oak,Japan,62,48,82.72,D
White Pike Whiskey,United States,1,NA,NA,G
White Seal,Scotland,1,NA,NA,G
White Star Line,Scotland,1,NA,NA,G
White Turkey,Scotland,1,NA,NA,G
Whitmeyer's,United States,1,1,89,C
Whoop & Holler,United States,1,NA,NA,G
Whyte & Mackay,Scotland,73,44,78.84,E
Wicked,United States,1,1,73,F
Wicked Wendy,Scotland,1,1,84.21,D
Widow Jane,United States,34,12,85.81,C
Wieser,Austria,11,8,72.26,F
Wigle,United States,16,2,79,E
Wilcox,United States,1,1,68,G
Wild Boar,United States,1,NA,NA,G
Wild Folks Malt,Switzerland,1,1,77,E
Wild Oak,Canada,1,1,81,D
Wild Saxon,Scotland,2,1,73,F
Wild Scarlet,Scotland,1,1,86.72,C
Wild Scotsman,Scotland,1,1,75.25,E
Wild Shamrock,Ireland,1,1,85,C
Wild Thing,Scotland,1,1,85,C
Wild Turkey,United States,189,90,84.03,D
Wild Weasel,Belgium,14,8,72.66,F
Wild Whisky,Germany,2,2,74.33,F
Wilderness Trail,United States,1,NA,NA,G
Willett,United States,576,177,86.64,C
William & Son,Scotland,1,1,87,C
William Cadenhead,Scotland,17,14,85.93,C
William Fonbelle,United States,1,NA,NA,G
William Grant & Sons Limited,Scotland,23,13,85.66,C
William Heavenhill,United States,8,5,87.73,C
William Hepburn,Scotland,2,NA,NA,G
William Jameson,Ireland,2,1,82,D
William Larue Weller,United States,15,15,89.9,C
William Lawson's,Scotland,28,14,65.78,G
William Peel,Scotland,13,8,65.84,G
William Riddell,Scotland,2,1,72,F
William Scott,Scotland,1,NA,NA,G
William The Conqueror,Scotland,1,NA,NA,G
William Wolf,United States,2,NA,NA,G
William Younger,Scotland,1,NA,NA,G
Williamson,Scotland,18,12,86.08,C
Willie's,United States,1,NA,NA,G
Willowbank,New Zealand,18,12,85.55,C
Willy Macheiner,Austria,1,1,73,F
Willy's Hootch,Netherlands,1,NA,NA,G
Wilson,United States,1,NA,NA,G
Wilson's,Scotland,5,NA,NA,G
Winchester,United States,15,4,69.92,G
Windmill,United States,1,NA,NA,G
Windsor,Canada,3,1,74,F
Windsor,Scotland,3,3,75.58,E
Windsor Castle,Scotland,1,1,86,C
Winter Wedding,Switzerland,8,4,81.32,D
Winterhauch,Germany,1,NA,NA,G
Wirtemberg,Germany,2,1,82,D
Wisconsin,United States,1,NA,NA,G
Wiser's,Canada,15,10,80.71,D
WitchHill,Germany,1,1,85.5,C
Witherspoon,United States,1,1,83,D
Wm. Maxwell,Scotland,7,2,76.5,E
Wolf Legend,Scotland,2,1,94,B
Wolfburn,Scotland,50,40,86.15,C
Wolfenweiler,Germany,2,1,24,G
Wolverhampton & Dudley Breweries Ltd.,Scotland,1,NA,NA,G
Wood Pecker,Scotland,1,NA,NA,G
Wood's,United States,4,1,77,E
Woodford Reserve,United States,167,103,82.12,D
Woodinville,United States,10,3,58,G
Woodstock Bourbon,United States,1,NA,NA,G
Woodstone Creek,United States,8,NA,NA,G
Woodward Limited,United States,2,2,84.33,D
Workshops Whisky,New Zealand,3,2,75,E
World Bar Tour,Scotland,2,1,87,C
World Whisky Day,Scotland,3,1,82,D
Writer's Tears,Ireland,14,12,82.81,D
Wry Moon,United States,1,1,68.75,G
Wylie Howell,United States,1,NA,NA,G
Wyoming Whiskey,United States,17,8,86.09,C
Wyzour,Scotland,11,NA,NA,G
X-Mas Dram,Scotland,1,1,87.25,C
XXX Shine,United States,1,NA,NA,G
Yacht Club,Scotland,1,1,71,F
Yahara Bay,United States,8,NA,NA,G
Yamazaki,Japan,305,248,88.64,C
Yamazakura,Japan,32,15,83.93,D
Yates Brothers,Scotland,1,NA,NA,G
Ye Auld Toun,Scotland,2,1,87,C
Ye Franciscan,Scotland,2,NA,NA,G
Ye Monks,Scotland,8,5,82.4,D
Yellow Rose,United States,6,3,71.67,F
Yellow Rose,Scotland,5,NA,NA,G
Yellow Spot,Ireland,2,2,85.04,C
Yellowstone,United States,12,4,76.53,E
Yippee Ki-Yay,United States,2,1,66.5,G
Yn Kerrin,Scotland,1,1,81,D
Yoichi,Japan,216,115,87.32,C
Yoni Brother's,Scotland,2,NA,NA,G
Young Bear,Switzerland,2,NA,NA,G
Young Deer,Switzerland,2,1,75,E
Young Malt,Denmark,2,1,74,F
Yukon Jack,Canada,1,NA,NA,G
Yula,Scotland,3,3,88.57,C
Z'Graggen,Switzerland,6,4,79,E
Z. Kozuba,Poland,1,1,19.67,G
Zackariah Harris,United States,2,1,71.5,F
Zaiser,Germany,8,NA,NA,G
ZAT 77,Scotland,1,NA,NA,G
Zauser,Austria,1,NA,NA,G
ZAVONG,Scotland,1,1,85.8,C
Zebundus,Germany,2,1,49,G
Zeeuwse Vatted,Netherlands,1,NA,NA,G
Zeeuwse Whisky,Netherlands,1,NA,NA,G
Zeppelin Bend,United States,2,1,85.67,C
Zitcy,Germany,1,1,77.67,E
Zweiger,Austria,2,1,66,G
